Tijdstempel,What programme are you in?,Have you taken a course on machine learning?,Have you taken a course on information retrieval?,Have you taken a course on statistics?,Have you taken a course on databases?,What is your gender?,I have used ChatGPT to help me with some of my study assignments ,When is your birthday (date)?,age,How many students do you estimate there are in the room?,Did you stand up to come to your previous answer    ?,What is your stress level (0-100)?,How many hours per week do you do sports (in whole hours)? ,Give a random number,Time you went to bed Yesterday,What makes a good day for you (1)?,What makes a good day for you (2)?
2023-04-04 12:11:16.490,CS,1.0,0.0,1.0,1.0,1,0,1998-03-23,25.0,477.0,0.0,45.0,4.0,3,00:30,Getting all my things done ,Winning a lottery
2023-04-04 12:11:16.635,CS,1.0,0.0,1.0,1.0,2,1,,25.0,350.0,1.0,7.0,7.0,7,02:00,music,alcohol
2023-04-04 12:11:17.060,CS,0.0,0.0,1.0,0.0,2,0,1997-11-23,25.0,250.0,0.0,50.0,1.0,73,02:00,Being productive,Quality time with friends
2023-04-04 12:11:17.767,Comp Sci,1.0,0.0,1.0,1.0,1,1,2000-11-18,22.0,450.0,0.0,60.0,15.0,27,00:00,Doing an activity or sports,When I do not need to do anything for school
2023-04-04 12:11:18.265,CS,1.0,0.0,1.0,1.0,1,8,1998-05-08,24.0,450.0,0.0,60.0,10.0,3,23:00,Good weather,Progress in study
2023-04-04 12:11:18.354,Digital Business,1.0,0.0,1.0,1.0,1,1,1998-01-05,25.0,200.0,0.0,20.0,7.0,7,21:00,Having time to workout,"Having nice, sunny weather"
2023-04-04 12:11:18.448,AI,1.0,0.0,1.0,1.0,1,1,1998-03-09,25.0,250.0,0.0,70.0,7.0,9,02:00,Sleep,Travel
2023-04-04 12:11:18.520,CS,1.0,0.0,0.0,0.0,2,1,,24.0,400.0,1.0,84.0,0.0,9,00:30,good food,excellent people
2023-04-04 12:11:18.679,CS,1.0,0.0,1.0,1.0,2,1,2000-11-29,22.0,200.0,0.0,99.0,1.0,666,02:00,Sunny day,No class
2023-04-04 12:11:18.726,CS,0.0,0.0,0.0,0.0,1,1,,24.0,300.0,0.0,100.0,7.0,7,1 :00,a nice weather,a nice meal
2023-04-04 12:11:18.936,AI,1.0,0.0,1.0,1.0,2,0,1998-03-31,25.0,450.0,0.0,5.0,6.0,3,01:00,waking up early and working out,sunny and warm weather 
2023-04-04 12:11:19.101,QRM,0.0,0.0,1.0,0.0,2,0,2001-05-10,21.0,451.0,0.0,90.0,2.0,8,00:30,No 9 AM lecture,Food
2023-04-04 12:11:20.371,CS,0.0,0.0,1.0,0.0,1,8,,23.0,420.0,0.0,100.0,3.0,20,22:30,Good grade,Learning on Machine Learning
2023-04-04 12:11:20.494,CS,1.0,1.0,0.0,1.0,1,8,,25.0,438.0,0.0,100.0,1.0,0,,Idk never had any,Like I said
2023-04-04 12:11:20.540,CS,0.0,0.0,1.0,0.0,1,1,1995-05-01,27.0,500.0,0.0,60.0,5.0,7,00:30,Sleep-in,Sunshine
2023-04-04 12:11:20.897,BA,1.0,0.0,1.0,1.0,4,1,1999-06-20,23.0,200.0,0.0,30.0,3.0,6,00:00,Sleeping well,enough credits
2023-04-04 12:11:21.100,CS,1.0,0.0,1.0,1.0,1,0,,22.0,250.0,0.0,85.0,5.0,420,23:50,Avocado Toast,winning at chess
2023-04-04 12:11:21.129,BA,1.0,1.0,1.0,1.0,2,1,2001-10-10,21.0,350.0,0.0,60.0,2.0,55,23:30,Sunshine,Good food
2023-04-04 12:11:21.240,BA,1.0,0.0,1.0,1.0,2,1,1999-08-18,23.0,250.0,0.0,73.0,0.0,73,23:00,Wake up feeling rested,Hugs
2023-04-04 12:11:21.494,AI,0.0,0.0,1.0,1.0,2,1,2000-06-29,22.0,200.0,0.0,5.0,8.0,1,23:30,Cold dip in open water,Pizza
2023-04-04 12:11:21.678,CS,1.0,0.0,0.0,0.0,1,1,1999-09-11,23.0,230.0,0.0,5.0,0.0,333,02:00,Free time to do whatever I want!,Nice food and good stuff to watch 
2023-04-04 12:11:22.007,CS,0.0,0.0,1.0,0.0,1,1,2000-11-18,22.0,250.0,0.0,25.0,4.0,18364,22:30,Time off,Outside
2023-04-04 12:11:22.106,BA,1.0,0.0,1.0,1.0,1,1,1999-09-21,23.0,300.0,0.0,5.0,10.0,46372726,23:00,Fun activities,Good weather
2023-04-04 12:11:22.184,AI,1.0,0.0,1.0,1.0,5,8,,28.0,800.0,0.0,100.0,8.0,726361918372611819732618191817,02:00,Getting paid,Eating
2023-04-04 12:11:22.727,CS,0.0,0.0,1.0,1.0,7,8,1990-11-20,32.0,400.0,1.0,50.0,8.0,2022222,01:00,weather,food
2023-04-04 12:11:23.310,,0.0,0.0,1.0,0.0,1,1,,30.0,333.0,0.0,30.0,21.0,99,,When people gimme foody,Going SSJ
2023-04-04 12:11:23.377,AI,0.0,0.0,1.0,0.0,5,8,1995-04-23,27.0,266.0,0.0,11.0,10.0,237948422,01:00,Sex,Sports
2023-04-04 12:11:23.870,CS,0.0,0.0,1.0,1.0,1,0,1999-08-12,23.0,380.0,0.0,40.0,4.0,17,00:00,Getting things done,Good weather
2023-04-04 12:11:24.240,CS,0.0,0.0,1.0,0.0,1,0,,23.0,400.0,0.0,5.0,10.0,5,23:50,Going to the gym,Having a sufficient amount of sleep
2023-04-04 12:11:24.324,CS,1.0,0.0,1.0,0.0,1,1,,24.0,643.0,0.0,69.0,7.0,69,01:00,Sun,Not being in the Netherlands
2023-04-04 12:11:24.626,AI,1.0,1.0,1.0,1.0,1,8,1999-03-12,24.0,581.0,0.0,39.0,1.0,13,2 :01,Food,Productivity
2023-04-04 12:11:24.976,AI,1.0,1.0,1.0,1.0,2,8,1999-08-24,23.0,250.0,0.0,50.0,2.0,24,00:40,Good weather,Hanging out with friends 
2023-04-04 12:11:25.298,AI,1.0,0.0,1.0,1.0,2,0,2001-09-14,21.0,458.0,0.0,68.0,6.0,17,23:59,sunshine,books
2023-04-04 12:11:25.724,BA,1.0,0.0,1.0,0.0,2,1,2000-05-19,22.0,588.0,0.0,80.0,1.0,8,22:00,Weather,Friends 
2023-04-04 12:11:25.921,CS,0.0,1.0,1.0,0.0,2,1,,23.0,400.0,0.0,70.0,5.0,119,01:30,Sun shining,Good food
2023-04-04 12:11:26.262,CS,1.0,0.0,0.0,1.0,2,1,1998-09-20,24.0,400.0,0.0,70.0,2.0,45,02:00,Spending time with someone I love,Good food
2023-04-04 12:11:26.245,AI,1.0,0.0,1.0,0.0,2,0,1996-10-28,26.0,410.0,0.0,40.0,0.0,9,2 :00,Feeling energetic,Not worrying
2023-04-04 12:11:26.387,CS,1.0,1.0,1.0,1.0,2,1,2000-11-25,22.0,300.0,0.0,100.0,0.0,886,01:50,good weather,interesting data mining course
2023-04-04 12:11:26.648,AI,1.0,1.0,1.0,1.0,2,1,1998-05-05,24.0,418.0,0.0,18.0,3.0,68,22:00,Sunny weather,Being well-rested
2023-04-04 12:11:26.652,Finance,1.0,0.0,1.0,0.0,1,1,1999-11-05,23.0,325.0,0.0,31.0,4.0,99,23:30,Sun,Money
2023-04-04 12:11:26.697,BA,1.0,0.0,1.0,0.0,2,0,1999-06-01,23.0,500.0,0.0,98.0,3.0,6,23:00,Eating yummy food! ,Playing fun games! 
2023-04-04 12:11:27.628,Comp Sci,1.0,0.0,1.0,1.0,2,1,1999-08-23,23.0,400.0,0.0,80.0,4.0,3,23:45,Got a lot done,Beer with friends
2023-04-04 12:11:27.652,CS,0.0,0.0,0.0,0.0,1,1,1998-02-05,25.0,339.0,0.0,80.0,2.0,69420,01:00,Sunlight,Being with friends
2023-04-04 12:11:27.875,BA,1.0,0.0,1.0,1.0,2,1,,24.0,500.0,0.0,60.0,3.0,4,01:00,warm weather,good diner
2023-04-04 12:11:27.960,CS,0.0,1.0,1.0,0.0,1,8,2000-06-13,22.0,300.0,0.0,10.0,4.0,72,01:00,Friends,Activity
2023-04-04 12:11:28.247,CS,1.0,1.0,1.0,1.0,1,1,1998-04-17,24.0,520.0,0.0,20.0,5.0,17,1 :30,Good sleep,Excersise 
2023-04-04 12:11:28.564,CS,1.0,0.0,1.0,0.0,1,1,1997-11-06,25.0,400.0,0.0,30.0,6.0,27,02:00,Having a good day of work,Sport
2023-04-04 12:11:29.198,PHD,0.0,0.0,1.0,1.0,2,0,1999-04-15,23.0,473.0,0.0,15.0,4.0,8,23:00,Sun,Day off
2023-04-04 12:11:29.623,Comp Sci,0.0,1.0,1.0,1.0,2,1,2000-02-21,23.0,600.0,0.0,30.0,2.0,2,1 :00,No stress,Winning League of Legends
2023-04-04 12:11:29.753,CS,0.0,1.0,0.0,1.0,2,1,,22.0,250.0,1.0,99.0,2.0,3,04:00,good sleep,sunshine
2023-04-04 12:11:29.793,CS,1.0,1.0,0.0,1.0,1,0,2001-09-09,21.0,300.0,0.0,30.0,6.0,69,01:00,Free schedule,Good weather
2023-04-04 12:11:29.981,CS,1.0,0.0,0.0,0.0,2,1,2000-10-09,22.0,500.0,0.0,33.0,2.0,37,00:40,NO DDL,cozy environment
2023-04-04 12:11:30.422,CLS,0.0,1.0,1.0,0.0,1,1,,22.0,400.0,0.0,30.0,4.0,582948164919474718928472615648910748748284728949293765313567899097472791983646595910916526819048857579202010109485748929275747382991919847575748389291010,23:30,Sports,Beer
2023-04-04 12:11:31.990,CS,1.0,0.0,0.0,0.0,2,0,2000-06-20,22.0,400.0,0.0,70.0,4.0,98,01:30,nice weather ,seeing my friends 
2023-04-04 12:11:32.643,CS,0.0,0.0,1.0,0.0,2,0,2001-07-07,21.0,500.0,0.0,60.0,4.0,7,22:30,Sunshine,Going out with friends
2023-04-04 12:11:33.221,CS,0.0,0.0,1.0,1.0,1,1,,22.0,420.0,0.0,20.0,9.0,7,00:00,☕,good weather 
2023-04-04 12:11:33.295,CS,1.0,0.0,0.0,0.0,1,1,1999-02-04,24.0,332.0,0.0,10.0,3.0,14,00:30,Good food,Productivity
2023-04-04 12:11:33.404,AI,0.0,0.0,1.0,1.0,1,1,1995-03-11,28.0,140.0,0.0,20.0,3.0,69,01:00,Coffee,More coffee
2023-04-04 12:11:33.470,AI,0.0,0.0,1.0,0.0,1,0,,26.0,500.0,0.0,30.0,1.0,73,23:00,Sunlight,Good music
2023-04-04 12:11:33.950,CS,1.0,1.0,1.0,1.0,1,1,1999-02-23,24.0,250.0,0.0,30.0,6.0,69,00:30,No lectures ,Nice weather 
2023-04-04 12:11:34.002,CS,1.0,1.0,0.0,1.0,2,1,,24.0,350.0,0.0,60.0,2.0,101,3 :00,no deadlines,good weather
2023-04-04 12:11:34.117,BA,1.0,0.0,1.0,1.0,1,1,1997-09-19,25.0,150.0,1.0,60.0,6.0,9,02:00,The weather ,Drinking coffee 
2023-04-04 12:11:34.464,CS,1.0,0.0,1.0,1.0,2,8,,24.0,183.0,0.0,60.0,9.0,4579,01:00,Seeing friends,Doing something fun
2023-04-04 12:11:35.037,BA,1.0,1.0,1.0,1.0,2,1,2001-01-04,22.0,450.0,0.0,60.0,5.0,11,23:30,Good weather,Fun things to do
2023-04-04 12:11:35.593,CS,0.0,0.0,1.0,0.0,1,1,1999-09-15,23.0,90.0,0.0,70.0,4.0,8798,01:00,Finishing an exam,Being efficient
2023-04-04 12:11:35.936,AI,0.0,0.0,1.0,1.0,2,8,1997-12-11,25.0,509.0,0.0,50.0,3.0,76,23:00,Sun ,Good food
2023-04-04 12:11:36.640,AI,1.0,1.0,1.0,1.0,1,1,,24.0,290.0,0.0,1.0,10.0,56784,00:00,Happyness,Sun
2023-04-04 12:11:36.814,BA,1.0,1.0,1.0,1.0,1,1,2000-09-05,22.0,350.0,0.0,20.0,8.0,9,02:00,Sun,Late wakeup 
2023-04-04 12:11:37.147,AI,1.0,0.0,1.0,1.0,2,1,2000-11-27,22.0,600.0,0.0,50.0,8.0,123008483,,sun,sports
2023-04-04 12:11:37.478,AI,1.0,1.0,1.0,1.0,1,8,1999-12-30,23.0,557.0,0.0,42.0,4.0,19191919191919191919292929299292928384849495959,00:00,Seeing my friends ,The day after an assignment/exam
2023-04-04 12:11:37.578,Comp Sci,1.0,0.0,1.0,0.0,2,8,1998-12-10,24.0,300.0,0.0,33.0,2.0,5,02:00,Nice food ,Coffee
2023-04-04 12:11:37.814,BA,1.0,0.0,1.0,1.0,1,1,2000-05-29,22.0,350.0,0.0,25.0,7.0,15,1 :00,Good weather ,Fun activities planned 
2023-04-04 12:11:38.108,AI,1.0,1.0,1.0,1.0,1,1,,22.0,350.0,0.0,0.0,8.0,π,,wake up,sunny
2023-04-04 12:11:39.176,AI,1.0,1.0,1.0,1.0,1,1,2001-01-03,22.0,275.0,0.0,69.0,8.0,420,,gym,good food
2023-04-04 12:11:39.330,AI,1.0,1.0,1.0,1.0,2,1,1999-11-19,23.0,298.0,0.0,0.0,7.0,1036275026301647291280104720,23:00,Playing sports,Sleeping well
2023-04-04 12:11:39.445,CS,1.0,1.0,1.0,0.0,1,1,2002-02-20,21.0,400.0,0.0,20.0,5.0,37,00:30,Pancakes ,Sport
2023-04-04 12:11:39.777,CS,1.0,0.0,1.0,0.0,2,1,2001-01-16,22.0,387.0,0.0,15.0,4.0,16,01:00,A sunny day,A day spent with friends
2023-04-04 12:11:39.892,BA,1.0,1.0,1.0,1.0,1,1,,22.0,386.0,0.0,2.0,10.0,4,03:00,Arsenal wins,Having fun
2023-04-04 12:11:41.018,AI,1.0,1.0,1.0,1.0,2,0,2000-06-04,22.0,200.0,0.0,70.0,6.0,9,23:30,Sleeping,Eating
2023-04-04 12:11:41.105,CS,0.0,0.0,1.0,0.0,2,0,,24.0,150.0,0.0,70.0,2.0,7,01:00,Getting up on time ,Not crossing paths with rude people 
2023-04-04 12:11:42.515,AI,0.0,0.0,1.0,0.0,1,1,1996-02-06,27.0,600.0,0.0,20.0,1.0,666,00:20,"Sun, love and beer",Work
2023-04-04 12:11:42.948,BA,1.0,0.0,1.0,1.0,2,0,,26.0,228.0,0.0,0.0,20.0,3,22:53,Fun,Sun
2023-04-04 12:11:43.322,AI,1.0,1.0,1.0,1.0,2,0,1998-08-04,24.0,280.0,0.0,65.0,1.0,4,22:00,Sunshine,Good food
2023-04-04 12:11:43.882,CS,1.0,0.0,1.0,1.0,1,0,,24.0,400.0,0.0,80.0,5.0,94,02:00,Challenge accepted,Challenge completed
2023-04-04 12:11:44.230,CS,0.0,0.0,1.0,1.0,2,1,,25.0,260.0,1.0,88.0,0.0,77,2 :00,sunshine,nice feeling about myself
2023-04-04 12:11:44.324,BA,1.0,0.0,1.0,1.0,2,1,1998-03-29,25.0,326.0,1.0,80.0,10.0,3,23:30,Sunshine ,Joking 
2023-04-04 12:11:44.617,CS,1.0,0.0,0.0,1.0,7,8,,25.0,230.0,0.0,65.0,3.0,No,01:00,It being my birthday,Goud gele rakker 
2023-04-04 12:11:46.443,AI,0.0,0.0,1.0,0.0,1,1,,25.0,280.0,0.0,50.0,8.0,16533333,00:30,Sunshine,Productivity
2023-04-04 12:11:47.232,CS,0.0,0.0,1.0,0.0,1,1,1997-08-18,25.0,550.0,0.0,7.0,4.0,82,00:00,Nice movie,Having a walk
2023-04-04 12:11:47.299,BA,1.0,0.0,1.0,1.0,1,1,,24.0,500.0,0.0,0.0,8.0,11,03:00,Laughing a lot,Having done a sport
2023-04-04 12:11:49.088,High School 3rd Grade,1.0,1.0,1.0,1.0,1,1,,24.0,436.0,0.0,30.0,53.0,"RandomStream RNG, RNG.nextInt()",,Saturday,Sunday
2023-04-04 12:11:49.912,CS,1.0,1.0,1.0,1.0,2,1,,24.0,250.0,0.0,60.0,20.0,214876378,02:00,Good food,No shitty people
2023-04-04 12:11:53.561,BA,1.0,1.0,1.0,1.0,1,1,1999-12-31,23.0,350.0,0.0,33.0,5.0,102,01:00,Good food,Hanging with friends
2023-04-04 12:11:54.680,AI,1.0,1.0,1.0,1.0,1,1,1997-10-27,25.0,305.0,0.0,17.0,3.0,2323,00:40,Sunshine,Good night sleep
2023-04-04 12:11:55.197,AI,1.0,1.0,1.0,1.0,2,0,1999-07-13,23.0,312.0,0.0,40.0,5.0,12,01:00,Sun,Coffee
2023-04-04 12:11:56.145,AI,0.0,0.0,1.0,0.0,1,0,1998-08-08,24.0,623.0,0.0,40.0,3.0,2,23:20,Well rested ,Interesting book or podcast 
2023-04-04 12:11:56.210,CS,1.0,0.0,1.0,1.0,2,1,1993-09-09,29.0,500.0,0.0,100.0,3.0,8512,01:30,Good weather,My dog
2023-04-04 12:11:57.730,AI,1.0,1.0,1.0,0.0,7,1,,26.0,205.0,0.0,20.0,6.0,37,23:17,Sex in the morning,Pancakes
2023-04-04 12:11:59.471,BA,1.0,1.0,1.0,1.0,1,1,2000-10-26,22.0,567.0,0.0,40.0,8.0,Random(),,Sun,Freeeeeee
2023-04-04 12:12:00.271,CS,1.0,0.0,1.0,1.0,1,1,,22.0,340.0,0.0,60.0,10.0,42,3 :00,Good food,Koen's smile
2023-04-04 12:12:00.316,BA,1.0,0.0,1.0,0.0,2,1,,23.0,500.0,0.0,0.0,3.0,68,02:00,Hanging out with friends,Working out
2023-04-04 12:12:01.983,Big Data Eng,1.0,0.0,0.0,1.0,1,1,2000-01-24,23.0,100.0,0.0,75.0,8.0,24,23:00,Winning dota2 rank,Winning one on one in basketball 
2023-04-04 12:12:02.042,BA,1.0,1.0,1.0,1.0,1,1,2000-09-14,22.0,421.0,0.0,53.0,8.0,69,23:00,Playing sports,Being with people I like
2023-04-04 12:12:02.400,BA,1.0,0.0,1.0,1.0,2,0,,22.0,200.0,0.0,10.0,5.0,78.5,22:30,"Sun, alcohol, sex, no study stress or job stress",Being on a holiday
2023-04-04 12:12:03.108,AI,1.0,0.0,1.0,1.0,6,1,,22.0,275.0,0.0,15.0,7.0,13,00:00,Snacks,A nice dump (after the snacks)
2023-04-04 12:12:04.366,CS,1.0,1.0,1.0,1.0,1,1,2001-02-12,22.0,350.0,0.0,20.0,6.0,69420,00:00,Sex,Good weather
2023-04-04 12:12:04.540,CS,1.0,1.0,1.0,1.0,1,1,2000-09-28,22.0,250.0,0.0,80.0,3.0,3141592654,2 :30,Good food,Sunshine and no stress
2023-04-04 12:12:04.672,Comp Sci,1.0,0.0,1.0,0.0,1,1,,23.0,201.0,0.0,75.0,0.0,42,23:00,meeting a new person,working-studying efficiently for at least 4 hours 
2023-04-04 12:12:05.013,AI,1.0,0.0,1.0,1.0,1,8,1999-01-15,24.0,200.0,0.0,20.0,6.0,4,00:00,When Frank Ocean drops a new album.,Spending the day with my loved ones.
2023-04-04 12:12:09.042,Comp Sci,0.0,0.0,1.0,0.0,1,0,,24.0,369.0,0.0,10.0,10.0,174992743767170986614528561693140082645737811577316442052874391266145328098797068772670943298606528943020417807882457877805860481666847236524317914123650458034510555953589450116267181781741717063836106752,03:00,start of weekend,activities
2023-04-04 12:12:15.649,Comp Sci,0.0,0.0,1.0,0.0,1,1,1997-11-06,25.0,300.0,0.0,25.0,2.0,3,00:30,Meeting friends,Nice weather
2023-04-04 12:12:16.475,Finance,1.0,0.0,1.0,1.0,2,0,2000-07-10,22.0,428.0,0.0,44.0,7.0,7,23:45,Good weather,Good company 
2023-04-04 12:12:16.565,CS,1.0,0.0,1.0,1.0,1,1,1999-11-02,23.0,280.0,1.0,75.0,3.0,373629566,2 :30,Food,Communication 
2023-04-04 12:12:16.805,PHD,1.0,1.0,1.0,1.0,1,0,1997-08-28,25.0,300.0,0.0,60.0,4.0,3,23:45,My code runs without errors before 17:00,Meet some new interesting people
2023-04-04 12:12:17.652,CS,0.0,0.0,1.0,0.0,2,0,1997-09-27,25.0,300.0,0.0,25.0,3.0,1,01:00,Pleasant atmosphere and weather around me,Exploring new things 
2023-04-04 12:12:19.468,BA,1.0,1.0,1.0,1.0,1,1,2001-04-28,21.0,300.0,0.0,0.0,3.0,7,02:00,Winning the lottery,Watching Samson & Gert
2023-04-04 12:12:19.598,CS,1.0,0.0,1.0,0.0,2,1,,22.0,325.0,0.0,70.0,1.0,8,03:00,good weather ,passing exams
2023-04-04 12:12:20.158,CS,1.0,0.0,1.0,0.0,2,0,,22.0,350.0,0.0,56.0,2.0,146,00:30,puppies,good food
2023-04-04 12:12:20.460,AI,1.0,0.0,1.0,0.0,2,1,,22.0,200.0,0.0,66.0,4.0,|,01:00,Friends,Food
2023-04-04 12:12:20.830,CS,1.0,0.0,1.0,1.0,1,1,1999-10-06,23.0,400.0,0.0,69.0,10.0,1234567890,1 :30,Good food,Nice weather
2023-04-04 12:12:22.616,Comp Sci,1.0,1.0,1.0,1.0,1,1,1999-01-22,24.0,350.0,0.0,1.0,2.0,51,01:00,Having drinks with friends,Playing padel
2023-04-04 12:12:25.497,CS,1.0,1.0,1.0,1.0,1,0,1996-11-18,26.0,250.0,0.0,90.0,2.0,7,01:00,reading bible,going to church
2023-04-04 12:12:28.643,AI,1.0,1.0,1.0,1.0,2,1,1999-07-27,23.0,300.0,0.0,50.0,4.0,2,1 :00,Sun,Good coffee
2023-04-04 12:12:28.952,BA,1.0,1.0,1.0,1.0,1,1,2000-11-19,22.0,200.0,0.0,99.0,8.0,7,00:00,Getting a win in warzone,Watching Ajax win 
2023-04-04 12:12:31.110,CS,0.0,0.0,1.0,0.0,2,0,1981-09-17,41.0,550.0,0.0,0.0,5.0,2,21:30,No arguments with anyone,When my family is  safe and happy
2023-04-04 12:12:39.342,CS,1.0,0.0,1.0,1.0,1,1,,35.0,224.0,0.0,10.0,4.0,-3.14,23:00,"A bit of study , a bit of wine , a bit of sex , a bit of tv , sun but not too hot","Rainy sunday  , i am inside listening to my playlist on spotify and making a stew."
2023-04-04 12:12:51.300,AI,0.0,0.0,1.0,0.0,1,1,,29.0,200.0,1.0,50.0,2.0,114514,23:30,video game,board game
2023-04-04 12:12:52.144,CS,1.0,0.0,1.0,0.0,7,0,1999-09-10,23.0,200.0,0.0,20.0,2.0,2020,2 :30,Good grades,When figuring out something 
2023-04-04 12:12:52.493,AI,1.0,0.0,1.0,1.0,1,8,2000-01-10,23.0,180.0,0.0,15.0,0.0,47,00:00,Mood,Fun activities 
2023-04-04 12:12:54.930,CS,1.0,0.0,0.0,0.0,2,1,2000-11-19,22.0,476.0,0.0,57.0,3.0,9,23:00,Sunshine,Sex
2023-04-04 12:12:55.296,AI,0.0,0.0,1.0,1.0,1,1,,22.0,300.0,0.0,60.0,5.0,8108918957834,00:00,Sunny,Good food
2023-04-04 12:13:15.095,CS,1.0,0.0,1.0,1.0,1,0,1999-05-14,23.0,400.0,0.0,30.0,2.0,748,02:00,Gib vacation pls,When I longboard with the bois
2023-04-04 12:13:21.473,CS,1.0,0.0,1.0,0.0,2,0,,26.0,450.0,0.0,28.0,2.0,7,23:30,Sunshine,Love
2023-04-04 12:13:23.588,CS,1.0,0.0,1.0,0.0,1,0,1994-12-02,28.0,198.0,0.0,45.0,0.0,28,23:00,Friday,Saturday
2023-04-04 12:13:27.796,CS,1.0,0.0,1.0,0.0,1,1,1996-06-13,26.0,400.0,0.0,80.0,8.0,69,03:00,Go outisde,Friends
2023-04-04 12:13:31.269,CS,1.0,1.0,0.0,1.0,1,8,2000-07-25,22.0,200.0,0.0,70.0,10.0,67,1 :00,Good meal.,Nice weather.
2023-04-04 12:13:32.854,Exchange,0.0,0.0,0.0,1.0,1,0,1996-12-13,26.0,400.0,0.0,70.0,0.0,13,01:09,Productive ,Successful 
2023-04-04 12:13:41.702,CS,1.0,0.0,1.0,0.0,2,0,,26.0,150.0,0.0,10.0,5.0,18,4 :00,Nice people,Educational accomplishments
2023-04-04 12:14:41.914,AI,1.0,0.0,1.0,1.0,5,0,1996-09-04,26.0,175.0,1.0,45.0,4.0,69. ,,never before seen trauma ,you :)
2023-04-04 12:28:05.558,CS,0.0,1.0,1.0,1.0,2,0,,26.0,200.0,1.0,80.0,3.0,10,22:00,Good meal,Sport
