Tijdstempel,programme,course_ML,course_retrieval,course_statistics,course_databases,gender,ChatGPT,birthday,age,students_in_room,prev_answer_stand,stress_level,sports_per_week,random_number,bed_time,good_day_(1),good_day_(2)
2023-04-04 12:11:26.648,AI,1,1,1,1,2,1,1998-05-05,24.0,418,0,18,3,68,22:00:00,Sunny weather,Being well-rested
2023-04-04 12:11:26.652,Finance,1,0,1,0,1,1,1999-11-05,23.0,325,0,31,4,99,23:30:00,Sun,Money
2023-04-04 12:11:26.697,BA,1,0,1,0,2,0,1999-06-01,23.0,500,0,98,3,6,23:00:00,Eating yummy food! ,Playing fun games! 
2023-04-04 12:11:27.628,Comp Sci,1,NaN,1,1,2,1,1999-08-23,23.0,400,0,80,4,3,23:45:00,Got a lot done,Beer with friends
2023-04-04 12:11:27.652,CS,0,0,0,0,1,1,1998-02-05,25.0,339,0,80,2,69420,01:00:00,Sunlight,Being with friends
2023-04-04 12:11:27.875,BA,1,0,1,1,2,1,,,500,0,60,3,4,01:00:00,warm weather,good diner
2023-04-04 12:11:27.960,CS,0,1,1,0,1,8,2000-06-13,22.0,300,0,10,4,72,01:00:00,Friends,Activity
2023-04-04 12:11:28.247,CS,1,1,1,1,1,1,1998-04-17,25.0,520,0,20,5,17,01:30:00,Good sleep,Excersise 
2023-04-04 12:11:28.564,CS,1,0,1,0,1,1,1997-11-06,25.0,400,0,30,6,27,02:00:00,Having a good day of work,Sport
2023-04-04 12:11:29.198,PHD,0,0,1,1,2,0,1999-04-15,24.0,473,0,15,4,8,23:00:00,Sun,Day off
2023-04-04 12:11:29.623,Comp Sci,0,1,1,NaN,2,1,2000-02-21,23.0,600,0,30,2,2,01:00:00,No stress,Winning League of Legends
2023-04-04 12:11:29.753,CS,0,1,0,1,2,1,,,250,1,99,2,3,04:00:00,good sleep,sunshine
2023-04-04 12:11:29.793,CS,1,1,0,1,1,0,2001-09-09,21.0,300,0,30,6,69,01:00:00,Free schedule,Good weather
2023-04-04 12:11:29.981,CS,1,0,0,0,2,1,2000-10-09,22.0,500,0,33,2,37,00:40:00,NO DDL,cozy environment
2023-04-04 12:11:30.422,CLS,0,1,1,0,1,1,,,400,0,30,4,582948164919474718928472615648910748748284728949293765313567899097472791983646595910916526819048857579202010109485748929275747382991919847575748389291010,23:30:00,Sports,Beer
2023-04-04 12:11:31.990,CS,1,0,0,0,2,0,2000-06-20,22.0,400,0,70,4,98,01:30:00,nice weather ,seeing my friends 
2023-04-04 12:11:32.643,CS,0,0,1,0,2,0,2001-07-07,21.0,500,0,60,4,7,22:30:00,Sunshine,Going out with friends
2023-04-04 12:11:33.221,CS,0,0,1,1,1,1,,,420,0,20,9,7,00:00:00,☕,good weather 
2023-04-04 12:11:33.295,CS,1,0,0,0,1,1,1999-02-04,24.0,332,0,10,3,14,00:30:00,Good food,Productivity
2023-04-04 12:11:33.404,AI,0,0,1,1,1,1,1995-03-11,28.0,140,0,NaN,3,69,01:00:00,Coffee,More coffee
2023-04-04 12:11:33.470,AI,0,0,1,0,1,0,,,500,0,30,1,73,23:00:00,Sunlight,Good music
2023-04-04 12:11:33.950,CS,1,1,1,1,1,1,1999-02-23,24.0,250,0,30,6,69,00:30:00,No lectures ,Nice weather 
2023-04-04 12:11:34.002,CS,1,1,0,1,2,1,,,350,NaN,60,2,101,03:00:00,no deadlines,good weather
2023-04-04 12:11:34.117,BA,1,NaN,1,1,1,1,1997-09-19,25.0,150,1,60,6,9,02:00:00,The weather ,Drinking coffee 
2023-04-04 12:11:34.464,CS,1,0,1,1,2,8,,,183,0,NaN,9,4579,01:00:00,Seeing friends,Doing something fun
2023-04-04 12:11:35.037,BA,1,1,1,1,2,1,2001-01-04,22.0,450,0,60,5,11,23:30:00,Good weather,Fun things to do
2023-04-04 12:11:35.593,CS,0,0,1,0,1,1,1999-09-15,23.0,90,0,70,4,8798,01:00:00,Finishing an exam,Being efficient
2023-04-04 12:11:35.936,AI,0,NaN,1,1,2,8,1997-12-11,25.0,509,0,50,3,76,23:00:00,Sun ,Good food
2023-04-04 12:11:36.640,AI,1,NaN,1,1,1,1,,,290,0,1,10,56784,00:00:00,Happyness,Sun
2023-04-04 12:11:36.814,BA,1,1,1,1,1,1,2000-09-05,22.0,350,0,20,8,9,02:00:00,Sun,Late wakeup 
2023-04-04 12:11:37.147,AI,1,0,1,1,2,1,2000-11-27,22.0,600,0,50,8,123008483,,sun,sports
2023-04-04 12:11:37.478,AI,1,1,1,1,1,8,1999-12-30,23.0,557,0,NaN,4,19191919191919191919292929299292928384849495959,00:00:00,Seeing my friends ,The day after an assignment/exam
2023-04-04 12:11:37.578,Comp Sci,1,0,NaN,0,2,8,1998-12-10,24.0,300,0,NaN,2,5,02:00:00,Nice food ,Coffee
2023-04-04 12:11:37.814,BA,1,NaN,1,1,1,1,2000-05-29,22.0,350,0,25,7,15,01:00:00,Good weather ,Fun activities planned 
2023-04-04 12:11:38.108,AI,1,1,1,1,1,1,,,350,0,0,NaN,π,,wake up,sunny
2023-04-04 12:11:39.176,AI,1,1,1,1,1,1,2001-01-03,22.0,275,0,69,8,420,,gym,good food
2023-04-04 12:11:39.330,AI,1,1,1,1,2,1,1999-11-19,23.0,298,NaN,0,7,1036275026301647291280104720,23:00:00,Playing sports,Sleeping well
2023-04-04 12:11:39.445,CS,1,1,1,0,1,1,2002-02-20,21.0,400,0,20,5,37,00:30:00,Pancakes ,Sport
2023-04-04 12:11:39.777,CS,1,0,1,0,2,1,2001-01-16,22.0,387,0,15,4,16,01:00:00,A sunny day,A day spent with friends
2023-04-04 12:11:39.892,BA,1,1,1,1,1,1,,,386,0,2,10,4,03:00:00,Arsenal wins,Having fun
2023-04-04 12:11:41.018,AI,1,1,1,1,2,0,2000-06-04,22.0,200,0,70,6,9,23:30:00,Sleeping,Eating
2023-04-04 12:11:41.105,CS,0,0,1,0,2,0,,,150,0,70,2,7,01:00:00,Getting up on time ,Not crossing paths with rude people 
2023-04-04 12:11:42.515,AI,0,0,1,0,1,1,1996-02-06,27.0,600,0,20,1,666,00:20:00,"Sun, love and beer",Work
2023-04-04 12:11:42.948,BA,1,NaN,1,1,2,0,,,228,0,0,20,3,22:53:00,Fun,Sun
2023-04-04 12:11:43.322,AI,1,1,1,1,2,0,1998-08-04,24.0,280,0,65,1,4,22:00:00,Sunshine,Good food
2023-04-04 12:11:43.882,CS,1,0,1,1,1,0,,,400,0,80,5,94,02:00:00,Challenge accepted,Challenge completed
2023-04-04 12:11:44.230,CS,0,0,NaN,1,2,1,,,260,1,88,0,77,02:00:00,sunshine,nice feeling about myself
2023-04-04 12:11:44.324,BA,1,NaN,1,1,2,1,1998-03-29,25.0,326,1,80,10,3,23:30:00,Sunshine ,Joking 
2023-04-04 12:11:44.617,CS,1,0,0,1,7,8,,,230,NaN,NaN,3,No,01:00:00,It being my birthday,Goud gele rakker 
2023-04-04 12:11:46.443,AI,0,0,1,0,1,1,,,280,0,50,8,16533333,00:30:00,Sunshine,Productivity
2023-04-04 12:11:47.232,CS,0,0,1,0,1,1,1997-08-18,25.0,550,0,7,4,82,00:00:00,Nice movie,Having a walk
2023-04-04 12:11:47.299,BA,1,0,1,1,1,1,,,500,0,0,8,11,03:00:00,Laughing a lot,Having done a sport
2023-04-04 12:11:49.088,3rd Gr,1,1,1,1,1,1,,,436,0,NaN,53,"RandomStream RNG, RNG.nextInt()",,Saturday,Sunday
2023-04-04 12:11:49.912,CS,1,1,1,1,2,1,,,250,0,60,20,214876378,02:00:00,Good food,No shitty people
2023-04-04 12:11:53.561,BA,1,1,1,1,1,1,1999-12-31,23.0,350,0,33,5,102,01:00:00,Good food,Hanging with friends
2023-04-04 12:11:54.680,AI,1,1,1,1,1,1,1997-10-27,25.0,305,0,17,3,2323,00:40:00,Sunshine,Good night sleep
2023-04-04 12:11:55.197,AI,1,1,1,1,2,0,1999-07-13,23.0,312,0,40,5,12,01:00:00,Sun,Coffee
2023-04-04 12:11:56.145,AI,0,0,1,0,1,0,1998-08-08,24.0,623,0,40,3,2,23:20:00,Well rested ,Interesting book or podcast 
2023-04-04 12:11:56.210,CS,1,0,1,1,2,1,1993-09-09,29.0,500,0,100,3,8512,01:30:00,Good weather,My dog
2023-04-04 12:11:57.730,AI,1,1,1,0,7,1,,,205,0,20,6,37,23:17:00,Sex in the morning,Pancakes
2023-04-04 12:11:59.471,BA,1,1,1,1,1,1,2000-10-26,22.0,567,0,NaN,NaN,Random(),,Sun,Freeeeeee
2023-04-04 12:12:00.271,CS,1,0,1,1,1,1,,,340,0,60,10,42,03:00:00,Good food,Koen's smile
2023-04-04 12:12:00.316,BA,1,0,1,0,2,1,,,500,0,0,3,68,02:00:00,Hanging out with friends,Working out
2023-04-04 12:12:01.983,Data Eng,1,0,0,1,1,1,2000-01-24,23.0,100,0,75,8,24,23:00:00,Winning dota2 rank,Winning one on one in basketball 
2023-04-04 12:12:02.042,BA,1,1,1,1,1,1,2000-09-14,22.0,421,0,53,8,69,23:00:00,Playing sports,Being with people I like
2023-04-04 12:12:02.400,BA,1,0,1,1,2,0,,,200,0,10,5,78.5,22:30:00,"Sun, alcohol, sex, no study stress or job stress",Being on a holiday
2023-04-04 12:12:03.108,AI,1,NaN,1,1,6,1,,,NaN,0,NaN,7,13,00:00:00,Snacks,A nice dump (after the snacks)
2023-04-04 12:12:04.366,CS,1,1,1,1,1,1,2001-02-12,22.0,350,0,20,6,69420,00:00:00,Sex,Good weather
2023-04-04 12:12:04.540,CS,1,1,1,1,1,1,2000-09-28,22.0,250,0,80,3,3141592654,02:30:00,Good food,Sunshine and no stress
2023-04-04 12:12:04.672,Comp Sci,1,0,1,0,1,1,,,201,0,75,0,42,23:00:00,meeting a new person,working-studying efficiently for at least 4 hours 
2023-04-04 12:12:05.013,AI,1,0,1,1,1,8,1999-01-15,24.0,200,0,20,6,4,00:00:00,When Frank Ocean drops a new album.,Spending the day with my loved ones.
2023-04-04 12:12:09.042,Comp Sci,0,0,1,0,1,0,,,369,0,10,10,174992743767170986614528561693140082645737811577316442052874391266145328098797068772670943298606528943020417807882457877805860481666847236524317914123650458034510555953589450116267181781741717063836106752,03:00:00,start of weekend,activities
2023-04-04 12:12:15.649,Comp Sci,0,0,1,0,1,1,1997-11-06,25.0,300,0,25,2,3,00:30:00,Meeting friends,Nice weather
2023-04-04 12:12:16.475,Finance,1,0,1,1,2,0,2000-07-10,22.0,428,0,44,7,7,23:45:00,Good weather,Good company 
2023-04-04 12:12:16.565,CS,1,0,1,1,1,1,1999-11-02,23.0,280,1,75,3,373629566,02:30:00,Food,Communication 
2023-04-04 12:12:16.805,PHD,1,1,1,1,1,0,1997-08-28,25.0,300,0,60,4,3,23:45:00,My code runs without errors before 17:00,Meet some new interesting people
2023-04-04 12:12:17.652,CS,0,0,1,0,2,0,1997-09-27,25.0,NaN,0,25,3,1,01:00:00,Pleasant atmosphere and weather around me,Exploring new things 
2023-04-04 12:12:19.468,BA,1,1,1,1,1,1,2001-04-28,21.0,300,0,0,3,7,02:00:00,Winning the lottery,Watching Samson & Gert
2023-04-04 12:12:19.598,CS,1,0,1,0,2,1,,,NaN,0,70,1,8,03:00:00,good weather ,passing exams
2023-04-04 12:12:20.158,CS,1,0,1,0,2,0,,,350,0,56,2,146,00:30:00,puppies,good food
2023-04-04 12:12:20.460,AI,1,0,1,0,2,1,,,200,NaN,66,4,|,01:00:00,Friends,Food
2023-04-04 12:12:20.830,CS,1,NaN,1,1,1,1,1999-10-06,23.0,400,0,69,10,1234567890,01:30:00,Good food,Nice weather
2023-04-04 12:12:22.616,Comp Sci,1,1,1,1,1,1,1999-01-22,24.0,350,0,1,2,51,01:00:00,Having drinks with friends,Playing padel
2023-04-04 12:12:25.497,CS,1,1,1,1,1,0,1996-11-18,26.0,250,0,90,2,7,01:00:00,reading bible,going to church
2023-04-04 12:12:28.643,AI,1,1,1,1,2,1,1999-07-27,23.0,300,0,50,4,2,01:00:00,Sun,Good coffee
2023-04-04 12:12:28.952,BA,1,1,1,1,1,1,2000-11-19,22.0,200,0,99,8,7,00:00:00,Getting a win in warzone,Watching Ajax win 
2023-04-04 12:12:31.110,CS,0,NaN,NaN,0,2,0,1981-09-17,41.0,550,0,0,5,2,21:30:00,No arguments with anyone,When my family is  safe and happy
2023-04-04 12:12:39.342,CS,1,0,1,1,1,1,,,224,0,10,4,-3.14,23:00:00,"A bit of study , a bit of wine , a bit of sex , a bit of tv , sun but not too hot","Rainy sunday  , i am inside listening to my playlist on spotify and making a stew."
2023-04-04 12:12:51.300,AI,0,0,1,0,1,1,,,200,1,50,2,114514,23:30:00,video game,board game
2023-04-04 12:12:52.144,CS,1,0,NaN,0,7,0,1999-09-10,23.0,200,0,20,2,2020,02:30:00,Good grades,When figuring out something 
2023-04-04 12:12:52.493,AI,1,0,1,1,1,8,2000-01-10,23.0,180,0,15,0,47,00:00:00,Mood,Fun activities 
2023-04-04 12:12:54.930,CS,1,0,0,0,2,1,2000-11-19,22.0,476,0,57,3,9,23:00:00,Sunshine,Sex
2023-04-04 12:12:55.296,AI,0,0,1,1,1,1,,,300,0,60,5,8108918957834,00:00:00,Sunny,Good food
2023-04-04 12:13:15.095,CS,1,NaN,1,1,1,0,1999-05-14,23.0,400,0,30,2,748,02:00:00,Gib vacation pls,When I longboard with the bois
2023-04-04 12:13:21.473,CS,1,0,1,0,2,0,,,450,0,28,2,7,23:30:00,Sunshine,Love
2023-04-04 12:13:23.588,CS,1,0,1,0,1,0,1994-12-02,28.0,198,0,45,0,28,23:00:00,Friday,Saturday
2023-04-04 12:13:27.796,CS,1,0,1,0,1,1,1996-06-13,26.0,400,0,80,8,69,03:00:00,Go outisde,Friends
2023-04-04 12:13:31.269,CS,1,1,0,1,1,8,2000-07-25,22.0,200,0,70,10,67,01:00:00,Good meal.,Nice weather.
2023-04-04 12:13:32.854,Exch,0,0,NaN,1,1,0,1996-12-13,26.0,400,0,70,0,13,01:09:00,Productive ,Successful 
2023-04-04 12:13:41.702,CS,1,NaN,1,0,2,0,,,150,0,10,5,18,04:00:00,Nice people,Educational accomplishments
2023-04-04 12:14:41.914,AI,1,0,1,1,5,0,1996-09-04,26.0,NaN,1,NaN,NaN,69. ,,never before seen trauma ,you :)
2023-04-04 12:28:05.558,CS,0,1,1,1,2,0,,,200,1,80,3,10,22:00:00,Good meal,Sport
